,Country,year,life_expectancy
6723,United States,1835,39.4
6724,Uruguay,1835,32.9
6725,Uzbekistan,1835,26.9
6726,Vanuatu,1835,24.3
6727,Venezuela,1835,32.2
6728,Vietnam,1835,32.0
6729,Yemen,1835,23.4
6730,Zambia,1835,32.6
6731,Zimbabwe,1835,33.7
6732,Afghanistan,1836,27.8
6733,Albania,1836,35.4
6734,Algeria,1836,28.8
6735,Andorra,1836,
6736,Angola,1836,27.0
6737,Antigua and Barbuda,1836,33.5
6738,Argentina,1836,33.2
6739,Armenia,1836,34.0
6740,Australia,1836,34.0
6741,Austria,1836,34.4
6742,Azerbaijan,1836,29.2
6743,Bahamas,1836,35.2
6744,Bahrain,1836,30.3
6745,Bangladesh,1836,25.5
6746,Barbados,1836,32.1
6747,Belarus,1836,36.2
6748,Belgium,1836,40.3
6749,Belize,1836,26.5
6750,Benin,1836,31.0
6751,Bhutan,1836,28.8
6752,Bolivia,1836,33.0
6753,Bosnia and Herzegovina,1836,35.1
6754,Botswana,1836,33.6
6755,Brazil,1836,32.0
6756,Brunei,1836,29.2
6757,Bulgaria,1836,37.4
6758,Burkina Faso,1836,29.2
6759,Burundi,1836,31.5
6760,Cambodia,1836,35.0
6761,Cameroon,1836,28.8
6762,Canada,1836,39.7
6763,Cape Verde,1836,33.8
6764,Central African Republic,1836,30.0
6765,Chad,1836,30.9
6766,Chile,1836,32.0
6767,China,1836,32.0
6768,Colombia,1836,32.0
6769,Comoros,1836,32.1
6770,"Congo, Dem. Rep.",1836,31.6
6771,"Congo, Rep.",1836,32.7
6772,Costa Rica,1836,30.2
6773,Cote d'Ivoire,1836,31.2
6774,Croatia,1836,36.1
6775,Cuba,1836,36.4
6776,Cyprus,1836,38.5
6777,Czech Republic,1836,35.0
6778,Denmark,1836,39.9
6779,Djibouti,1836,29.9
6780,Dominica,1836,
6781,Dominican Republic,1836,29.9
6782,Ecuador,1836,32.9
6783,Egypt,1836,33.0
6784,El Salvador,1836,28.7
6785,Equatorial Guinea,1836,29.8
6786,Eritrea,1836,30.2
6787,Estonia,1836,38.4
6788,Ethiopia,1836,27.0
6789,Fiji,1836,26.1
6790,Finland,1836,30.8
6791,France,1836,42.0
6792,Gabon,1836,30.6
6793,Gambia,1836,28.8
6794,Georgia,1836,31.9
6795,Germany,1836,38.4
6796,Ghana,1836,28.0
6797,Greece,1836,36.6
6798,Grenada,1836,31.4
6799,Guatemala,1836,25.8
6800,Guinea,1836,29.9
6801,Guinea-Bissau,1836,32.0
6802,Guyana,1836,31.1
6803,Haiti,1836,29.0
6804,Honduras,1836,33.9
6805,Hungary,1836,36.0
6806,Iceland,1836,30.9
6807,India,1836,25.4
6808,Indonesia,1836,30.0
6809,Iran,1836,25.6
6810,Iraq,1836,31.2
6811,Ireland,1836,38.3
6812,Israel,1836,32.0
6813,Italy,1836,29.7
6814,Jamaica,1836,34.2
6815,Japan,1836,36.4
6816,Jordan,1836,31.7
6817,Kazakhstan,1836,26.2
6818,Kenya,1836,25.5
6819,Kiribati,1836,24.9
6820,Kuwait,1836,26.0
6821,Kyrgyz Republic,1836,23.9
6822,Lao,1836,31.9
6823,Latvia,1836,33.0
6824,Lebanon,1836,29.7
6825,Lesotho,1836,32.8
6826,Liberia,1836,31.1
6827,Libya,1836,33.1
6828,Lithuania,1836,28.9
6829,Luxembourg,1836,36.9
6830,"Macedonia, FYR",1836,36.1
6831,Madagascar,1836,30.5
6832,Malawi,1836,30.3
6833,Malaysia,1836,30.6
6834,Maldives,1836,32.6
6835,Mali,1836,26.4
6836,Malta,1836,28.7
6837,Marshall Islands,1836,
6838,Mauritania,1836,32.0
6839,Mauritius,1836,31.6
6840,Mexico,1836,26.9
6841,"Micronesia, Fed. Sts.",1836,26.7
6842,Moldova,1836,33.1
6843,Mongolia,1836,31.8
6844,Montenegro,1836,35.4
6845,Morocco,1836,33.1
6846,Mozambique,1836,30.3
6847,Myanmar,1836,30.8
6848,Namibia,1836,32.4
6849,Nepal,1836,32.8
6850,Netherlands,1836,39.9
6851,New Zealand,1836,34.0
6852,Nicaragua,1836,25.4
6853,Niger,1836,30.8
6854,Nigeria,1836,30.4
6855,North Korea,1836,26.0
6856,Norway,1836,46.5
6857,Oman,1836,32.3
6858,Pakistan,1836,25.8
6859,Palestine,1836,32.1
6860,Panama,1836,32.9
6861,Papua New Guinea,1836,31.5
6862,Paraguay,1836,35.5
6863,Peru,1836,35.7
6864,Philippines,1836,30.9
6865,Poland,1836,35.9
6866,Portugal,1836,35.6
6867,Qatar,1836,30.8
6868,Romania,1836,35.7
6869,Russia,1836,29.6
6870,Rwanda,1836,31.8
6871,Samoa,1836,25.4
6872,Sao Tome and Principe,1836,31.0
6873,Saudi Arabia,1836,32.1
6874,Senegal,1836,25.2
6875,Serbia,1836,35.5
6876,Seychelles,1836,37.0
6877,Sierra Leone,1836,25.1
6878,Singapore,1836,34.0
6879,Slovak Republic,1836,36.4
6880,Slovenia,1836,36.6
6881,Solomon Islands,1836,25.1
6882,Somalia,1836,29.4
6883,South Africa,1836,33.5
6884,South Korea,1836,25.8
6885,South Sudan,1836,26.7
6886,Spain,1836,29.5
6887,Sri Lanka,1836,32.6
6888,St. Lucia,1836,28.0
6889,St. Vincent and the Grenadines,1836,26.0
6890,Sudan,1836,31.4
6891,Suriname,1836,32.9
6892,Swaziland,1836,32.3
6893,Sweden,1836,45.1
6894,Switzerland,1836,38.0
6895,Syria,1836,31.1
6896,Tajikistan,1836,24.2
6897,Tanzania,1836,32.2
6898,Thailand,1836,30.4
6899,Timor-Leste,1836,28.9
6900,Togo,1836,31.3
6901,Tonga,1836,28.2
6902,Trinidad and Tobago,1836,32.9
6903,Tunisia,1836,28.8
6904,Turkey,1836,35.0
6905,Turkmenistan,1836,24.0
6906,Uganda,1836,25.3
6907,Ukraine,1836,36.6
6908,United Arab Emirates,1836,30.7
6909,United Kingdom,1836,41.4
6910,United States,1836,39.4
6911,Uruguay,1836,32.9
6912,Uzbekistan,1836,26.9
6913,Vanuatu,1836,24.3
6914,Venezuela,1836,32.2
6915,Vietnam,1836,32.0
6916,Yemen,1836,23.4
6917,Zambia,1836,32.6
6918,Zimbabwe,1836,33.7
6919,Afghanistan,1837,27.8
6920,Albania,1837,35.4
6921,Algeria,1837,28.8
6922,Andorra,1837,
6923,Angola,1837,27.0
6924,Antigua and Barbuda,1837,33.5
6925,Argentina,1837,33.2
6926,Armenia,1837,34.0
6927,Australia,1837,34.0
6928,Austria,1837,34.4
6929,Azerbaijan,1837,29.2
6930,Bahamas,1837,35.2
6931,Bahrain,1837,30.3
6932,Bangladesh,1837,25.5
6933,Barbados,1837,32.1
6934,Belarus,1837,36.2
6935,Belgium,1837,40.3
6936,Belize,1837,26.5
6937,Benin,1837,31.0
6938,Bhutan,1837,28.8
6939,Bolivia,1837,33.0
6940,Bosnia and Herzegovina,1837,35.1
6941,Botswana,1837,33.6
6942,Brazil,1837,32.0
6943,Brunei,1837,29.2
6944,Bulgaria,1837,37.4
6945,Burkina Faso,1837,29.2
6946,Burundi,1837,31.5
6947,Cambodia,1837,35.0
6948,Cameroon,1837,28.8
6949,Canada,1837,39.8
6950,Cape Verde,1837,33.8
6951,Central African Republic,1837,30.0
6952,Chad,1837,30.9
6953,Chile,1837,32.0
6954,China,1837,32.0
6955,Colombia,1837,32.0
6956,Comoros,1837,32.1
6957,"Congo, Dem. Rep.",1837,31.6
6958,"Congo, Rep.",1837,32.7
6959,Costa Rica,1837,30.2
6960,Cote d'Ivoire,1837,31.2
6961,Croatia,1837,36.1
6962,Cuba,1837,36.5
6963,Cyprus,1837,38.5
6964,Czech Republic,1837,35.0
6965,Denmark,1837,41.5
6966,Djibouti,1837,29.9
6967,Dominica,1837,
6968,Dominican Republic,1837,29.9
6969,Ecuador,1837,32.9
6970,Egypt,1837,33.0
6971,El Salvador,1837,28.7
6972,Equatorial Guinea,1837,29.8
6973,Eritrea,1837,30.2
6974,Estonia,1837,38.0
6975,Ethiopia,1837,26.0
6976,Fiji,1837,26.1
6977,Finland,1837,34.4
6978,France,1837,39.4
6979,Gabon,1837,30.6
6980,Gambia,1837,28.8
6981,Georgia,1837,31.9
6982,Germany,1837,38.4
6983,Ghana,1837,28.0
6984,Greece,1837,36.6
6985,Grenada,1837,31.4
6986,Guatemala,1837,25.8
6987,Guinea,1837,29.9
6988,Guinea-Bissau,1837,32.0
6989,Guyana,1837,31.1
6990,Haiti,1837,29.0
6991,Honduras,1837,33.9
6992,Hungary,1837,36.0
6993,Iceland,1837,32.8
6994,India,1837,24.3
6995,Indonesia,1837,30.0
6996,Iran,1837,25.6
6997,Iraq,1837,31.2
6998,Ireland,1837,38.3
6999,Israel,1837,32.0
7000,Italy,1837,29.7
7001,Jamaica,1837,34.2
7002,Japan,1837,36.4
7003,Jordan,1837,31.7
7004,Kazakhstan,1837,26.2
7005,Kenya,1837,25.5
7006,Kiribati,1837,24.9
7007,Kuwait,1837,26.0
7008,Kyrgyz Republic,1837,23.9
7009,Lao,1837,31.9
7010,Latvia,1837,33.0
7011,Lebanon,1837,29.7
7012,Lesotho,1837,32.8
7013,Liberia,1837,31.1
7014,Libya,1837,33.1
7015,Lithuania,1837,28.9
7016,Luxembourg,1837,36.9
7017,"Macedonia, FYR",1837,36.1
7018,Madagascar,1837,30.5
7019,Malawi,1837,30.3
7020,Malaysia,1837,30.6
7021,Maldives,1837,32.6
7022,Mali,1837,26.4
7023,Malta,1837,28.7
7024,Marshall Islands,1837,
7025,Mauritania,1837,32.0
7026,Mauritius,1837,26.2
7027,Mexico,1837,26.9
7028,"Micronesia, Fed. Sts.",1837,26.7
7029,Moldova,1837,33.1
7030,Mongolia,1837,31.8
7031,Montenegro,1837,35.4
7032,Morocco,1837,33.1
7033,Mozambique,1837,30.3
7034,Myanmar,1837,30.8
7035,Namibia,1837,32.4
7036,Nepal,1837,32.8
7037,Netherlands,1837,39.9
7038,New Zealand,1837,34.0
7039,Nicaragua,1837,25.4
7040,Niger,1837,30.8
7041,Nigeria,1837,30.4
7042,North Korea,1837,26.0
7043,Norway,1837,44.2
7044,Oman,1837,32.3
7045,Pakistan,1837,25.8
7046,Palestine,1837,32.1
7047,Panama,1837,32.9
7048,Papua New Guinea,1837,31.5
7049,Paraguay,1837,35.5
7050,Peru,1837,35.7
7051,Philippines,1837,30.9
7052,Poland,1837,35.9
7053,Portugal,1837,35.6
7054,Qatar,1837,30.8
7055,Romania,1837,35.7
7056,Russia,1837,29.6
7057,Rwanda,1837,31.8
7058,Samoa,1837,25.4
7059,Sao Tome and Principe,1837,31.0
7060,Saudi Arabia,1837,32.1
7061,Senegal,1837,25.2
7062,Serbia,1837,35.5
7063,Seychelles,1837,37.0
7064,Sierra Leone,1837,25.1
7065,Singapore,1837,34.0
7066,Slovak Republic,1837,36.4
7067,Slovenia,1837,36.6
7068,Solomon Islands,1837,25.1
7069,Somalia,1837,29.4
7070,South Africa,1837,33.5
7071,South Korea,1837,25.8
7072,South Sudan,1837,26.7
7073,Spain,1837,29.5
7074,Sri Lanka,1837,32.6
7075,St. Lucia,1837,28.0
7076,St. Vincent and the Grenadines,1837,26.0
7077,Sudan,1837,31.4
7078,Suriname,1837,32.9
7079,Swaziland,1837,32.3
7080,Sweden,1837,39.6
7081,Switzerland,1837,38.0
7082,Syria,1837,31.1
7083,Tajikistan,1837,24.2
7084,Tanzania,1837,32.2
7085,Thailand,1837,30.4
7086,Timor-Leste,1837,28.9
7087,Togo,1837,31.3
7088,Tonga,1837,28.2
7089,Trinidad and Tobago,1837,32.9
7090,Tunisia,1837,28.8
7091,Turkey,1837,35.0
7092,Turkmenistan,1837,24.0
7093,Uganda,1837,25.3
7094,Ukraine,1837,36.6
7095,United Arab Emirates,1837,30.7
7096,United Kingdom,1837,40.2
7097,United States,1837,39.4
7098,Uruguay,1837,32.9
7099,Uzbekistan,1837,26.9
7100,Vanuatu,1837,24.3
7101,Venezuela,1837,32.2
7102,Vietnam,1837,32.0
7103,Yemen,1837,23.4
7104,Zambia,1837,32.6
7105,Zimbabwe,1837,33.7
7106,Afghanistan,1838,27.8
7107,Albania,1838,35.4
7108,Algeria,1838,28.8
7109,Andorra,1838,
7110,Angola,1838,27.0
7111,Antigua and Barbuda,1838,33.5
7112,Argentina,1838,33.2
7113,Armenia,1838,34.0
7114,Australia,1838,34.0
7115,Austria,1838,34.4
7116,Azerbaijan,1838,29.2
7117,Bahamas,1838,35.2
7118,Bahrain,1838,30.3
7119,Bangladesh,1838,25.5
7120,Barbados,1838,32.1
7121,Belarus,1838,36.2
7122,Belgium,1838,40.3
7123,Belize,1838,26.5
7124,Benin,1838,31.0
7125,Bhutan,1838,28.8
7126,Bolivia,1838,33.0
7127,Bosnia and Herzegovina,1838,35.1
7128,Botswana,1838,33.6
7129,Brazil,1838,32.0
7130,Brunei,1838,29.2
7131,Bulgaria,1838,37.5
7132,Burkina Faso,1838,29.2
7133,Burundi,1838,31.5
7134,Cambodia,1838,35.0
7135,Cameroon,1838,28.8
7136,Canada,1838,39.9
7137,Cape Verde,1838,33.8
7138,Central African Republic,1838,30.0
7139,Chad,1838,30.9
7140,Chile,1838,32.0
7141,China,1838,32.0
7142,Colombia,1838,32.0
7143,Comoros,1838,32.1
7144,"Congo, Dem. Rep.",1838,31.6
7145,"Congo, Rep.",1838,32.7
7146,Costa Rica,1838,30.2
7147,Cote d'Ivoire,1838,31.2
7148,Croatia,1838,36.1
7149,Cuba,1838,36.5
7150,Cyprus,1838,38.5
7151,Czech Republic,1838,35.0
7152,Denmark,1838,43.1
7153,Djibouti,1838,29.9
7154,Dominica,1838,
7155,Dominican Republic,1838,29.9
7156,Ecuador,1838,32.9
7157,Egypt,1838,33.0
7158,El Salvador,1838,28.7
7159,Equatorial Guinea,1838,29.8
7160,Eritrea,1838,30.2
7161,Estonia,1838,37.6
7162,Ethiopia,1838,27.0
7163,Fiji,1838,26.1
7164,Finland,1838,40.1
7165,France,1838,39.3
7166,Gabon,1838,30.6
7167,Gambia,1838,28.8
7168,Georgia,1838,31.9
7169,Germany,1838,38.4
7170,Ghana,1838,28.0
7171,Greece,1838,36.6
7172,Grenada,1838,31.4
7173,Guatemala,1838,25.8
7174,Guinea,1838,29.9
7175,Guinea-Bissau,1838,32.0
7176,Guyana,1838,31.1
7177,Haiti,1838,29.0
7178,Honduras,1838,33.9
7179,Hungary,1838,36.0
7180,Iceland,1838,32.4
7181,India,1838,23.9
7182,Indonesia,1838,30.0
7183,Iran,1838,25.6
7184,Iraq,1838,31.2
7185,Ireland,1838,38.3
7186,Israel,1838,32.0
7187,Italy,1838,29.7
7188,Jamaica,1838,34.2
7189,Japan,1838,36.4
7190,Jordan,1838,31.7
7191,Kazakhstan,1838,26.2
7192,Kenya,1838,25.5
7193,Kiribati,1838,24.9
7194,Kuwait,1838,26.0
7195,Kyrgyz Republic,1838,23.9
7196,Lao,1838,31.9
7197,Latvia,1838,33.0
7198,Lebanon,1838,29.7
7199,Lesotho,1838,32.8
7200,Liberia,1838,31.1
7201,Libya,1838,33.1
7202,Lithuania,1838,28.9
7203,Luxembourg,1838,36.9
7204,"Macedonia, FYR",1838,36.1
7205,Madagascar,1838,30.5
7206,Malawi,1838,30.3
7207,Malaysia,1838,30.6
7208,Maldives,1838,32.6
7209,Mali,1838,26.4
7210,Malta,1838,28.7
7211,Marshall Islands,1838,
7212,Mauritania,1838,32.0
7213,Mauritius,1838,31.9
7214,Mexico,1838,26.9
7215,"Micronesia, Fed. Sts.",1838,26.7
7216,Moldova,1838,33.1
7217,Mongolia,1838,31.8
7218,Montenegro,1838,35.4
7219,Morocco,1838,33.1
7220,Mozambique,1838,30.3
7221,Myanmar,1838,30.8
7222,Namibia,1838,32.4
7223,Nepal,1838,32.8
7224,Netherlands,1838,39.9
7225,New Zealand,1838,34.0
7226,Nicaragua,1838,25.4
7227,Niger,1838,30.8
7228,Nigeria,1838,30.4
7229,North Korea,1838,26.0
7230,Norway,1838,42.9
7231,Oman,1838,32.3
7232,Pakistan,1838,25.8
7233,Palestine,1838,32.1
7234,Panama,1838,32.9
7235,Papua New Guinea,1838,31.5
7236,Paraguay,1838,35.5
7237,Peru,1838,35.7
7238,Philippines,1838,30.9
7239,Poland,1838,35.9
7240,Portugal,1838,35.6
7241,Qatar,1838,30.8
7242,Romania,1838,35.7
7243,Russia,1838,29.6
7244,Rwanda,1838,31.8
7245,Samoa,1838,25.4
7246,Sao Tome and Principe,1838,31.0
7247,Saudi Arabia,1838,32.1
7248,Senegal,1838,25.2
7249,Serbia,1838,35.5
7250,Seychelles,1838,37.0
7251,Sierra Leone,1838,25.1
7252,Singapore,1838,34.0
7253,Slovak Republic,1838,36.4
7254,Slovenia,1838,36.6
7255,Solomon Islands,1838,25.1
7256,Somalia,1838,29.4
7257,South Africa,1838,33.5
7258,South Korea,1838,25.8
7259,South Sudan,1838,26.7
7260,Spain,1838,29.5
7261,Sri Lanka,1838,32.6
7262,St. Lucia,1838,28.0
7263,St. Vincent and the Grenadines,1838,26.0
7264,Sudan,1838,31.4
7265,Suriname,1838,32.9
7266,Swaziland,1838,32.3
7267,Sweden,1838,40.0
7268,Switzerland,1838,38.0
7269,Syria,1838,31.1
7270,Tajikistan,1838,24.2
7271,Tanzania,1838,32.2
7272,Thailand,1838,30.4
7273,Timor-Leste,1838,28.9
7274,Togo,1838,31.3
7275,Tonga,1838,28.2
7276,Trinidad and Tobago,1838,32.9
7277,Tunisia,1838,28.8
7278,Turkey,1838,35.0
7279,Turkmenistan,1838,24.0
7280,Uganda,1838,25.3
7281,Ukraine,1838,36.6
7282,United Arab Emirates,1838,30.7
7283,United Kingdom,1838,40.3
7284,United States,1838,39.4
7285,Uruguay,1838,32.9
7286,Uzbekistan,1838,26.9
7287,Vanuatu,1838,24.3
7288,Venezuela,1838,32.2
7289,Vietnam,1838,32.0
7290,Yemen,1838,23.4
7291,Zambia,1838,32.6
7292,Zimbabwe,1838,33.7
7293,Afghanistan,1839,27.8
7294,Albania,1839,35.4
7295,Algeria,1839,28.8
7296,Andorra,1839,
7297,Angola,1839,27.0
7298,Antigua and Barbuda,1839,33.5
7299,Argentina,1839,33.2
7300,Armenia,1839,34.0
7301,Australia,1839,34.0
7302,Austria,1839,34.4
7303,Azerbaijan,1839,29.2
7304,Bahamas,1839,35.2
7305,Bahrain,1839,30.3
7306,Bangladesh,1839,25.5
7307,Barbados,1839,32.1
7308,Belarus,1839,36.2
7309,Belgium,1839,40.3
7310,Belize,1839,26.5
7311,Benin,1839,31.0
7312,Bhutan,1839,28.8
7313,Bolivia,1839,33.0
7314,Bosnia and Herzegovina,1839,35.1
7315,Botswana,1839,33.6
7316,Brazil,1839,32.0
7317,Brunei,1839,29.2
7318,Bulgaria,1839,37.5
7319,Burkina Faso,1839,29.2
7320,Burundi,1839,31.5
7321,Cambodia,1839,35.0
7322,Cameroon,1839,28.8
7323,Canada,1839,40.1
7324,Cape Verde,1839,33.8
7325,Central African Republic,1839,30.0
7326,Chad,1839,30.9
7327,Chile,1839,32.0
7328,China,1839,32.0
7329,Colombia,1839,32.0
7330,Comoros,1839,32.1
7331,"Congo, Dem. Rep.",1839,31.6
7332,"Congo, Rep.",1839,32.7
7333,Costa Rica,1839,30.2
7334,Cote d'Ivoire,1839,31.2
7335,Croatia,1839,36.1
7336,Cuba,1839,36.6
7337,Cyprus,1839,38.5
7338,Czech Republic,1839,35.0
7339,Denmark,1839,41.9
7340,Djibouti,1839,29.9
7341,Dominica,1839,
7342,Dominican Republic,1839,29.9
7343,Ecuador,1839,32.9
7344,Egypt,1839,33.0
7345,El Salvador,1839,28.7
7346,Equatorial Guinea,1839,29.8
7347,Eritrea,1839,30.2
7348,Estonia,1839,37.3
7349,Ethiopia,1839,29.7
7350,Fiji,1839,26.1
7351,Finland,1839,42.7
7352,France,1839,40.9
7353,Gabon,1839,30.6
7354,Gambia,1839,28.8
7355,Georgia,1839,31.9
7356,Germany,1839,38.4
7357,Ghana,1839,28.0
7358,Greece,1839,36.6
7359,Grenada,1839,32.4
7360,Guatemala,1839,25.8
7361,Guinea,1839,29.9
7362,Guinea-Bissau,1839,32.0
7363,Guyana,1839,31.1
7364,Haiti,1839,29.0
7365,Honduras,1839,33.9
7366,Hungary,1839,36.0
7367,Iceland,1839,27.9
7368,India,1839,25.4
7369,Indonesia,1839,30.0
7370,Iran,1839,25.6
7371,Iraq,1839,31.2
7372,Ireland,1839,38.3
7373,Israel,1839,32.0
7374,Italy,1839,29.7
7375,Jamaica,1839,34.2
7376,Japan,1839,36.4
7377,Jordan,1839,31.7
7378,Kazakhstan,1839,26.2
7379,Kenya,1839,25.5
7380,Kiribati,1839,24.9
7381,Kuwait,1839,26.0
7382,Kyrgyz Republic,1839,23.9
7383,Lao,1839,31.9
7384,Latvia,1839,33.0
7385,Lebanon,1839,29.7
7386,Lesotho,1839,32.8
7387,Liberia,1839,31.1
7388,Libya,1839,33.1
7389,Lithuania,1839,28.9
7390,Luxembourg,1839,36.9
7391,"Macedonia, FYR",1839,36.1
7392,Madagascar,1839,30.5
7393,Malawi,1839,30.3
7394,Malaysia,1839,30.6
7395,Maldives,1839,32.6
7396,Mali,1839,26.4
7397,Malta,1839,28.7
7398,Marshall Islands,1839,
7399,Mauritania,1839,32.0
7400,Mauritius,1839,24.8
7401,Mexico,1839,26.9
7402,"Micronesia, Fed. Sts.",1839,26.7
7403,Moldova,1839,33.1
7404,Mongolia,1839,31.8
7405,Montenegro,1839,35.4
7406,Morocco,1839,33.1
7407,Mozambique,1839,30.3
7408,Myanmar,1839,30.8
7409,Namibia,1839,32.4
7410,Nepal,1839,32.8
7411,Netherlands,1839,39.9
7412,New Zealand,1839,34.0
7413,Nicaragua,1839,25.4
7414,Niger,1839,30.8
7415,Nigeria,1839,30.4
7416,North Korea,1839,26.0
7417,Norway,1839,43.0
7418,Oman,1839,32.3
7419,Pakistan,1839,25.8
7420,Palestine,1839,32.1
7421,Panama,1839,32.9
7422,Papua New Guinea,1839,31.5
7423,Paraguay,1839,35.5
7424,Peru,1839,35.7
7425,Philippines,1839,30.9
7426,Poland,1839,35.9
7427,Portugal,1839,35.6
7428,Qatar,1839,30.8
7429,Romania,1839,35.7
7430,Russia,1839,29.6
7431,Rwanda,1839,31.8
7432,Samoa,1839,25.4
7433,Sao Tome and Principe,1839,31.0
7434,Saudi Arabia,1839,32.1
7435,Senegal,1839,25.2
7436,Serbia,1839,35.5
7437,Seychelles,1839,37.0
7438,Sierra Leone,1839,25.1
7439,Singapore,1839,34.0
7440,Slovak Republic,1839,36.4
7441,Slovenia,1839,36.6
7442,Solomon Islands,1839,25.1
7443,Somalia,1839,29.4
7444,South Africa,1839,33.5
7445,South Korea,1839,25.8
7446,South Sudan,1839,26.7
7447,Spain,1839,29.5
7448,Sri Lanka,1839,32.6
7449,St. Lucia,1839,28.0
7450,St. Vincent and the Grenadines,1839,26.0
7451,Sudan,1839,31.4
7452,Suriname,1839,32.9
7453,Swaziland,1839,32.3
7454,Sweden,1839,39.9
7455,Switzerland,1839,38.0
7456,Syria,1839,31.1
7457,Tajikistan,1839,24.2
7458,Tanzania,1839,32.2
7459,Thailand,1839,30.4
7460,Timor-Leste,1839,28.9
7461,Togo,1839,31.3
7462,Tonga,1839,28.2
7463,Trinidad and Tobago,1839,33.9
7464,Tunisia,1839,28.8
7465,Turkey,1839,35.0
7466,Turkmenistan,1839,24.0
7467,Uganda,1839,25.3
7468,Ukraine,1839,36.6
7469,United Arab Emirates,1839,30.7
7470,United Kingdom,1839,40.9
7471,United States,1839,39.4
7472,Uruguay,1839,32.9
7473,Uzbekistan,1839,26.9
7474,Vanuatu,1839,24.3
7475,Venezuela,1839,32.2
7476,Vietnam,1839,32.0
7477,Yemen,1839,23.4
7478,Zambia,1839,32.6
7479,Zimbabwe,1839,33.7
7480,Afghanistan,1840,27.8
7481,Albania,1840,35.4
7482,Algeria,1840,28.8
7483,Andorra,1840,
7484,Angola,1840,27.0
7485,Antigua and Barbuda,1840,33.5
7486,Argentina,1840,33.2
7487,Armenia,1840,34.0
7488,Australia,1840,34.0
7489,Austria,1840,34.4
7490,Azerbaijan,1840,29.2
7491,Bahamas,1840,35.2
7492,Bahrain,1840,30.3
7493,Bangladesh,1840,25.5
7494,Barbados,1840,32.1
7495,Belarus,1840,36.2
7496,Belgium,1840,40.3
7497,Belize,1840,26.5
7498,Benin,1840,31.0
7499,Bhutan,1840,28.8
7500,Bolivia,1840,33.0
7501,Bosnia and Herzegovina,1840,35.1
7502,Botswana,1840,33.6
7503,Brazil,1840,32.0
7504,Brunei,1840,29.2
7505,Bulgaria,1840,37.6
7506,Burkina Faso,1840,29.2
7507,Burundi,1840,31.5
7508,Cambodia,1840,35.0
7509,Cameroon,1840,28.8
7510,Canada,1840,40.2
7511,Cape Verde,1840,33.8
7512,Central African Republic,1840,30.0
7513,Chad,1840,30.9
7514,Chile,1840,32.0
7515,China,1840,32.0
7516,Colombia,1840,32.0
7517,Comoros,1840,32.1
7518,"Congo, Dem. Rep.",1840,31.6
7519,"Congo, Rep.",1840,32.7
7520,Costa Rica,1840,30.2
7521,Cote d'Ivoire,1840,31.2
7522,Croatia,1840,36.1
7523,Cuba,1840,36.5
7524,Cyprus,1840,38.5
7525,Czech Republic,1840,35.0
7526,Denmark,1840,41.1
7527,Djibouti,1840,29.9
7528,Dominica,1840,
7529,Dominican Republic,1840,29.9
7530,Ecuador,1840,32.9
7531,Egypt,1840,33.0
7532,El Salvador,1840,28.7
7533,Equatorial Guinea,1840,29.8
7534,Eritrea,1840,30.2
7535,Estonia,1840,36.9
7536,Ethiopia,1840,29.7
7537,Fiji,1840,26.1
7538,Finland,1840,41.5
7539,France,1840,40.4
7540,Gabon,1840,30.6
7541,Gambia,1840,28.8
7542,Georgia,1840,31.9
7543,Germany,1840,38.4
7544,Ghana,1840,28.0
7545,Greece,1840,36.6
7546,Grenada,1840,33.4
7547,Guatemala,1840,25.8
7548,Guinea,1840,29.9
7549,Guinea-Bissau,1840,32.0
7550,Guyana,1840,31.1
7551,Haiti,1840,29.0
7552,Honduras,1840,33.9
7553,Hungary,1840,36.0
7554,Iceland,1840,32.0
7555,India,1840,25.4
7556,Indonesia,1840,30.0
7557,Iran,1840,25.6
7558,Iraq,1840,31.2
7559,Ireland,1840,38.3
7560,Israel,1840,32.0
7561,Italy,1840,29.7
7562,Jamaica,1840,34.2
7563,Japan,1840,36.4
7564,Jordan,1840,31.7
7565,Kazakhstan,1840,26.2
7566,Kenya,1840,25.5
7567,Kiribati,1840,24.9
7568,Kuwait,1840,26.0
7569,Kyrgyz Republic,1840,23.9
7570,Lao,1840,31.9
7571,Latvia,1840,33.0
7572,Lebanon,1840,29.7
7573,Lesotho,1840,32.8
7574,Liberia,1840,31.1
7575,Libya,1840,33.1
7576,Lithuania,1840,28.9
7577,Luxembourg,1840,36.9
7578,"Macedonia, FYR",1840,36.1
7579,Madagascar,1840,30.5
7580,Malawi,1840,30.3
7581,Malaysia,1840,30.6
7582,Maldives,1840,32.6
7583,Mali,1840,26.4
7584,Malta,1840,28.7
7585,Marshall Islands,1840,
7586,Mauritania,1840,32.0
7587,Mauritius,1840,32.5
7588,Mexico,1840,26.9
7589,"Micronesia, Fed. Sts.",1840,26.7
7590,Moldova,1840,33.1
7591,Mongolia,1840,31.8
7592,Montenegro,1840,35.4
7593,Morocco,1840,33.1
7594,Mozambique,1840,30.3
7595,Myanmar,1840,30.8
7596,Namibia,1840,32.4
7597,Nepal,1840,32.8
7598,Netherlands,1840,39.9
7599,New Zealand,1840,34.0
7600,Nicaragua,1840,25.4
7601,Niger,1840,30.8
7602,Nigeria,1840,30.4
7603,North Korea,1840,26.0
7604,Norway,1840,45.6
7605,Oman,1840,32.3
